Child Level,Event Name,CPU Start (ns),GPU Start (ns),GPU Duration (ns),Process Name,Thread ID,CPU Core,GPU Engine,
0,"GenerateMIPS",10051761000,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10051828300,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10051841300,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10052024900,0,0,silkroad.exe,17228,2,N/A,
0,"ClearRenderTargetView",10052029000,0,0,silkroad.exe,17228,2,N/A,
0,"ClearDepthStencilView",10052029700,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10052568900,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10052581500,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10096543900,0,0,silkroad.exe,17228,2,N/A,
0,"ClearRenderTargetView",10096552700,0,0,silkroad.exe,17228,2,N/A,
0,"ClearDepthStencilView",10096553900,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10097035200,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10097046900,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10097171600,0,0,silkroad.exe,17228,2,N/A,
0,"ClearRenderTargetView",10097173500,0,0,silkroad.exe,17228,2,N/A,
0,"ClearDepthStencilView",10097173700,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10097539100,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10097553300,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10101608900,0,0,silkroad.exe,17228,2,N/A,
0,"ClearRenderTargetView",10101611200,0,0,silkroad.exe,17228,2,N/A,
0,"ClearDepthStencilView",10101611400,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10101972600,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10101983600,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10107302100,0,0,silkroad.exe,17228,0,N/A,
0,"ClearRenderTargetView",10107304600,0,0,silkroad.exe,17228,0,N/A,
0,"ClearDepthStencilView",10107304800,0,0,silkroad.exe,17228,0,N/A,
0,"DrawIndexed",10108548000,0,0,silkroad.exe,17228,0,N/A,
0,"DrawIndexed",10108559300,0,0,silkroad.exe,17228,0,N/A,
0,"Present",10113283400,0,0,silkroad.exe,17228,0,N/A,
0,"ClearRenderTargetView",10113285700,0,0,silkroad.exe,17228,0,N/A,
0,"ClearDepthStencilView",10113286000,0,0,silkroad.exe,17228,0,N/A,
0,"DrawIndexed",10114222200,0,0,silkroad.exe,17228,0,N/A,
0,"DrawIndexed",10114233400,0,0,silkroad.exe,17228,0,N/A,
0,"Present",10119683900,0,0,silkroad.exe,17228,0,N/A,
0,"ClearRenderTargetView",10119686700,0,0,silkroad.exe,17228,0,N/A,
0,"ClearDepthStencilView",10119687200,0,0,silkroad.exe,17228,0,N/A,
0,"DrawIndexed",10120238900,0,0,silkroad.exe,17228,0,N/A,
0,"DrawIndexed",10120251300,0,0,silkroad.exe,17228,0,N/A,
0,"Present",10125433700,0,0,silkroad.exe,17228,2,N/A,
