VTX, IDX, SV_POSITION.x, SV_POSITION.y, SV_POSITION.z, SV_POSITION.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD.x, TEXCOORD.y
450, 65, -0.95352,  0.90643,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
451, 110, -0.95352,  0.28947,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
452, 109, -0.95273,  0.28965,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
453, 109, -0.95273,  0.28965,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
454, 64, -0.95273,  0.90625,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
455, 65, -0.95352,  0.90643,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
456, 112, -0.94416,  0.89658,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.00098,  0.00781
457, 114, -0.94787,  0.908,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.00098,  0.00781
458, 116, -0.94045,  0.908,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.00098,  0.00781
459, 112, -0.94416,  0.89658,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.00098,  0.00781
460, 116, -0.94045,  0.908,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.00098,  0.00781
461, 117, -0.93978,  0.90869,  0.50,  1.00,  1.00,  1.00,  1.00,  0.00,  0.00098,  0.00781
462, 117, -0.93978,  0.90869,  0.50,  1.00,  1.00,  1.00,  1.00,  0.00,  0.00098,  0.00781
463, 113, -0.94416,  0.89519,  0.50,  1.00,  1.00,  1.00,  1.00,  0.00,  0.00098,  0.00781
464, 112, -0.94416,  0.89658,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.00098,  0.00781
465, 114, -0.94787,  0.908,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.00098,  0.00781
466, 112, -0.94416,  0.89658,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.00098,  0.00781
467, 113, -0.94416,  0.89519,  0.50,  1.00,  1.00,  1.00,  1.00,  0.00,  0.00098,  0.00781
468, 113, -0.94416,  0.89519,  0.50,  1.00,  1.00,  1.00,  1.00,  0.00,  0.00098,  0.00781
469, 115, -0.94854,  0.90869,  0.50,  1.00,  1.00,  1.00,  1.00,  0.00,  0.00098,  0.00781
470, 114, -0.94787,  0.908,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.00098,  0.00781
471, 116, -0.94045,  0.908,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.00098,  0.00781
472, 114, -0.94787,  0.908,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.00098,  0.00781
473, 115, -0.94854,  0.90869,  0.50,  1.00,  1.00,  1.00,  1.00,  0.00,  0.00098,  0.00781
474, 115, -0.94854,  0.90869,  0.50,  1.00,  1.00,  1.00,  1.00,  0.00,  0.00098,  0.00781
475, 117, -0.93978,  0.90869,  0.50,  1.00,  1.00,  1.00,  1.00,  0.00,  0.00098,  0.00781
476, 116, -0.94045,  0.908,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.00098,  0.00781
477, 118, -0.93504,  0.90792,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.51367,  0.34375
478, 119, -0.92965,  0.90792,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.52539,  0.34375
479, 120, -0.92965,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.52539,  0.46875
480, 118, -0.93504,  0.90792,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.51367,  0.34375
481, 120, -0.92965,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.52539,  0.46875
482, 121, -0.93504,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.51367,  0.46875
483, 122, -0.92875,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.4375
484, 123, -0.92426,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.4375
485, 124, -0.92426,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.53125
486, 122, -0.92875,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.4375
487, 124, -0.92426,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.53125
488, 125, -0.92875,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.53125
489, 126, -0.92246,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31641,  0.4375
490, 127, -0.91797,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.32617,  0.4375
491, 128, -0.91797,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.32617,  0.53125
492, 126, -0.92246,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31641,  0.4375
493, 128, -0.91797,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.32617,  0.53125
494, 129, -0.92246,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31641,  0.53125
495, 130, -0.91617,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.4375
496, 131, -0.91168,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.4375
497, 132, -0.91168,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.53125
498, 130, -0.91617,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.4375
499, 132, -0.91168,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.53125
500, 133, -0.91617,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.53125
501, 134, -0.90988,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.23438,  0.4375
502, 135, -0.90539,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.24414,  0.4375
503, 136, -0.90539,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.24414,  0.53125
504, 134, -0.90988,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.23438,  0.4375
505, 136, -0.90539,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.24414,  0.53125
506, 137, -0.90988,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.23438,  0.53125
507, 138, -0.90359,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.19922,  0.4375
508, 139, -0.8991,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.20898,  0.4375
509, 140, -0.8991,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.20898,  0.53125
510, 138, -0.90359,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.19922,  0.4375
511, 140, -0.8991,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.20898,  0.53125
512, 141, -0.90359,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.19922,  0.53125
513, 142, -0.89641,  0.90951,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92188,  0.1875
514, 143, -0.89461,  0.90951,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92578,  0.1875
515, 144, -0.89461,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92578,  0.32813
516, 142, -0.89641,  0.90951,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92188,  0.1875
517, 144, -0.89461,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92578,  0.32813
518, 145, -0.89641,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92188,  0.32813
519, 146, -0.88473,  0.90792,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.54102,  0.34375
520, 147, -0.87934,  0.90792,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.55273,  0.34375
521, 148, -0.87934,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.55273,  0.46875
522, 146, -0.88473,  0.90792,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.54102,  0.34375
523, 148, -0.87934,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.55273,  0.46875
524, 149, -0.88473,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.54102,  0.46875
525, 150, -0.87844,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.4375
526, 151, -0.87395,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.4375
527, 152, -0.87395,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.53125
528, 150, -0.87844,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.4375
529, 152, -0.87395,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.53125
530, 153, -0.87844,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.53125
531, 154, -0.87125,  0.90951,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92188,  0.1875
532, 155, -0.86945,  0.90951,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92578,  0.1875
533, 156, -0.86945,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92578,  0.32813
534, 154, -0.87125,  0.90951,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92188,  0.1875
535, 156, -0.86945,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92578,  0.32813
536, 157, -0.87125,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92188,  0.32813
537, 158, -0.86586,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.4375
538, 159, -0.86137,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.4375
539, 160, -0.86137,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.53125
540, 158, -0.86586,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.4375
541, 160, -0.86137,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.53125
542, 161, -0.86586,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.53125
543, 162, -0.85957,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.21094,  0.4375
544, 163, -0.85508,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2207,  0.4375
545, 164, -0.85508,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2207,  0.53125
546, 162, -0.85957,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.21094,  0.4375
547, 164, -0.85508,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2207,  0.53125
548, 165, -0.85957,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.21094,  0.53125
549, 166, -0.85238,  0.90792,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99023,  0.32813
550, 167, -0.84879,  0.90792,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.32813
551, 168, -0.84879,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.45313
552, 166, -0.85238,  0.90792,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99023,  0.32813
553, 168, -0.84879,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.45313
554, 169, -0.85238,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99023,  0.45313
555, 170, -0.84609,  0.90951,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.91602,  0.1875
556, 171, -0.8443,  0.90951,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.91992,  0.1875
557, 172, -0.8443,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.91992,  0.32813
558, 170, -0.84609,  0.90951,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.91602,  0.1875
559, 172, -0.8443,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.91992,  0.32813
560, 173, -0.84609,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.91602,  0.32813
561, 174, -0.8407,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.30469,  0.4375
562, 175, -0.83621,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31445,  0.4375
563, 176, -0.83621,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31445,  0.53125
564, 174, -0.8407,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.30469,  0.4375
565, 176, -0.83621,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31445,  0.53125
566, 177, -0.8407,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.30469,  0.53125
567, 178, -0.83441,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31641,  0.4375
568, 179, -0.82992,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.32617,  0.4375
569, 180, -0.82992,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.32617,  0.53125
570, 178, -0.83441,  0.90472,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31641,  0.4375
571, 180, -0.82992,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.32617,  0.53125
572, 181, -0.83441,  0.89514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31641,  0.53125
